source,mlbam_id,fg_id,player_name,team,dynasty_rank,dynasty_tier,position_group,source_rank,fallback_rank,rank_method,notes
FantraxHQ 2026 dynasty rankings,656876,,Drew Rasmussen,TB,156,Tier 5,SP,159,256,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,837227,,Tatsuya Imai,HOU,157,Tier 5,SP,160,242,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,693645,,Cam Schlittler,NYY,158,Tier 5,SP,161,296,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,806258,,Thomas White,MIA,159,Tier 5,SP,162,855,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,642207,,Devin Williams,NYM,160,Tier 5,RP,163,158,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,668904,,Royce Lewis,MIN,161,Tier 5,3B,164,98,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,669358,,Shane Baz,BAL,162,Tier 5,SP,165,230,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,808234,,Eduardo Quintero,LAD,163,Tier 5,OF,166,3877,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,645277,,Ozzie Albies,ATL,164,Tier 5,2B,167,120,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,592662,,Robbie Ray,SF,165,Tier 5,SP,168,217,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,691176,,Jasson Dominguez,NYY,166,Tier 5,OF,169,547,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,680757,,Steven Kwan,CLE,167,Tier 5,OF,170,68,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,682243,,Bryce Miller,SEA,168,Tier 5,SP,171,314,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,628452,,Raisel Iglesias,ATL,169,Tier 5,RP,172,370,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,663460,,Kris Bubic,KC,170,Tier 5,SP,173,307,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,800614,,Bryce Rainer,DET,171,Tier 5,SS,174,2532,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,682622,,Noelvi Marte,CIN,172,Tier 5,3B,175,146,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,607074,,Carlos Rodon,NYY,173,Tier 5,SP,176,312,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,668939,,Adley Rutschman,BAL,174,Tier 5,C,177,162,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,684007,,Shota Imanaga,CHC,175,Tier 5,SP,178,198,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,681481,,Kerry Carpenter,DET,176,Tier 5,OF,179,145,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,801139,,Payton Tolle,BOS,177,Tier 5,SP,180,685,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,669456,,Shane Bieber,TOR,178,Tier 5,SP,181,359,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,686611,,Dylan Crews,WSH,179,Tier 5,OF,182,40,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,700932,,Kyle Manzardo,CLE,180,Tier 5,1B,183,157,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,665795,,Edward Cabrera,CHC,181,Tier 5,SP,184,267,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,680570,,Grayson Rodriguez,LAA,182,Tier 5,SP,185,407,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,624133,,Ranger Suarez,BOS,183,Tier 5,SP,186,237,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,592332,,Kevin Gausman,TOR,184,Tier 5,SP,187,208,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,622491,,Luis Castillo,SEA,185,Tier 5,SP,188,190,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,692225,,Kristian Campbell,BOS,186,Tier 5,2B,189,754,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,800543,,Josue De Paula,LAD,187,Tier 5,OF,190,2024,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,650490,,Yandy Diaz,TB,188,Tier 5,1B,191,115,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,669203,,Corbin Burnes,ARI,189,Tier 5,SP,192,22,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,677800,,Wilyer Abreu,BOS,190,Tier 5,OF,193,156,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,695657,,Colson Montgomery,CWS,191,Tier 5,SS,194,86,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,805300,,Jakob Marsee,MIA,192,Tier 5,OF,195,54,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,695734,,Daylen Lile,WSH,193,Tier 5,OF,196,168,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,543135,,Nathan Eovaldi,TEX,194,Tier 5,SP,197,245,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,701358,,Cam Smith,HOU,195,Tier 5,OF,198,301,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,690990,,Cade Horton,CHC,196,Tier 5,SP,199,339,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,686217,,Sal Frelick,MIL,197,Tier 5,OF,200,170,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,657006,,Justin Steele,CHC,198,Tier 5,SP,201,509,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,543243,,Sonny Gray,BOS,199,Tier 5,SP,203,250,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,676440,,Tanner Bibee,CLE,200,Tier 5,SP,204,196,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,670280,,David Bednar,NYY,201,Tier 5,RP,205,195,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,802415,,Chandler Simpson,TB,202,Tier 5,OF,206,102,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,691785,,Marcelo Mayer,BOS,203,Tier 5,SS,207,265,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,815787,,Ethan Holliday,COL,204,Tier 5,SS,208,2665,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,664023,,Ian Happ,CHC,205,Tier 5,OF,209,89,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,605400,,Aaron Nola,PHI,206,Tier 5,SP,210,253,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,605540,,Brandon Woodruff,MIL,207,Tier 5,SP,211,205,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,607043,,Brandon Nimmo,TEX,208,Tier 5,OF,212,80,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,621493,,Taylor Ward,BAL,209,Tier 5,OF,213,97,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,673237,,Yainer Diaz,HOU,210,Tier 5,C,214,191,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,543807,,George Springer,TOR,211,Tier 5,OF,215,63,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,543037,,Gerrit Cole,NYY,212,Tier 5,SP,216,403,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,691019,,Kyle Teel,CHW,213,Tier 5,C,217,371,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,664854,,Ryan Helsley,BAL,214,Tier 5,RP,218,246,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,575929,,Willson Contreras,BOS,215,Tier 5,1B,219,137,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,666160,,Mickey Moniak,COL,216,Tier 5,OF,220,140,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,816113,,Eli Willits,WSH,217,Tier 5,SS,221,2821,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,686668,,Brenton Doyle,COL,218,Tier 5,OF,222,91,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,662139,,Daulton Varsho,TOR,219,Tier 5,OF,223,163,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,814307,,Zyhir Hope,LAD,220,Tier 5,CF,224,3822,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,691725,,Andrew Painter,PHI,221,Tier 5,SP,225,464,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,669364,,Xavier Edwards,MIA,222,Tier 5,SS,226,108,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,804636,,Jonah Tong,NYM,223,Tier 5,SP,227,797,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,823787,,Rainiel Rodriguez,STL,224,Tier 5,C,228,932,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,703155,,Lazaro Montes,SEA,225,Tier 5,OF,229,3785,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,800522,,Josue Briceno,DET,226,Tier 5,C,230,1175,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,694462,,Hurston Waldrep,ATL,227,Tier 5,SP,231,764,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,702281,,Robby Snelling,MIA,228,Tier 5,SP,232,632,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,621020,,Dansby Swanson,CHC,229,Tier 5,SS,233,117,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,681297,,Colton Cowser,BAL,230,Tier 5,OF,234,200,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,671096,,Andrew Abbott,CIN,231,Tier 5,SP,235,220,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,702518,,Jett Williams,NYM,232,Tier 5,SS,236,772,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,678662,,Ezequiel Tovar,COL,233,Tier 5,SS,237,116,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,672386,,Alejandro Kirk,TOR,234,Tier 5,C,238,221,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,691723,,Coby Mayo,BAL,235,Tier 5,3B,239,527,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,691026,,Masyn Winn,STL,236,Tier 5,SS,240,101,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,680574,,Matt McLain,CIN,237,Tier 5,2B,241,111,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,596115,,Trevor Story,BOS,238,Tier 5,SS,242,69,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,676974,,Max Meyer,MIA,239,Tier 5,SP,243,410,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,700363,,AJ Smith-Shawver,ATL,240,Tier 5,SP,244,5855,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,664040,,Brandon Lowe,PIT,241,Tier 6,2B,245,130,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,695600,,Carter Jensen,KC,242,Tier 6,C,246,377,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,669432,,Trevor Rogers,BAL,243,Tier 6,SP,247,328,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,668804,,Bryan Reynolds,PIT,244,Tier 6,OF,248,124,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,668901,,Mark Vientos,NYM,245,Tier 6,3B,249,183,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,676475,,Alec Burleson,STL,246,Tier 6,1B,250,118,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,695731,,Braden Montgomery,CWS,247,Tier 6,OF,251,810,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,656427,,Jack Flaherty,DET,248,Tier 6,SP,252,185,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,519317,,Giancarlo Stanton,NYY,249,Tier 6,OF,253,244,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,663556,,Shane McClanahan,TB,250,Tier 6,SP,254,206,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,813349,,Connelly Early,BOS,251,Tier 6,SP,255,462,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,672820,,Lenyn Sosa,CWS,252,Tier 6,2B,257,421,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
FantraxHQ 2026 dynasty rankings,657656,,Ramon Laureano,SD,253,Tier 6,OF,258,181,fantrax-source,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
