pick_number,round,pick_in_round,team,player_name,player_type,position_bucket,eligible_positions,roster_bucket,current_level,dynasty_rank,adp,injury_status,transaction_status,rationale
406,41,6,Paul,Brice Matthews,hitter,SS,2B/SS/INFIELDER,Minors,Prospect,464,639.0,,,"Paul prioritized category leverage in OBP, speed, saves, and point swings; Brice Matthews fit as a ss contributor; dynasty rank 464; market ADP 639.0; as a minor-league stash; minor-slot pressure required prospect inventory."
407,41,7,Josh M,Jose Caballero,hitter,SS,2B/SS/3B/OF,MLB,MLB,274,366.0,,,Josh M prioritized portfolio balance and optional roster construction; Jose Caballero fit as a speed-impact bat; dynasty rank 274; market ADP 366.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement.
408,41,8,Shane,Kahlil Watson,hitter,SS,SS/LF/OUTFIELDER,Minors,AA,1203,1335.0,,Optioned,"Shane prioritized clear jobs, volume paths, and role-change usability; Kahlil Watson fit as a ss contributor; dynasty rank 1203; market ADP 1335.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
409,41,9,Greg,Brock Rodden,hitter,SS,2B/SS/INFIELDER,Minors,MLB,1037,1139.0,,Assigned,Greg prioritized present-year reliability and secure MLB roles; Brock Rodden fit as a ss contributor; dynasty rank 1037; market ADP 1139.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal.
410,41,10,Josh V,Matt Wallner,hitter,OF,OF,MLB,MLB,351,224.0,,,Josh V prioritized long-term ceiling and upside over market conservatism; Matt Wallner fit as a of contributor; dynasty rank 351; market ADP 224.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement.
411,42,1,Josh V,Joey Ortiz,hitter,SS,SS,MLB,MLB,491,285.0,,,Josh V prioritized long-term ceiling and upside over market conservatism; Joey Ortiz fit as a ss contributor; dynasty rank 491; market ADP 285.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement.
412,42,2,Greg,Rhylan Thomas,hitter,OF,OF/LF/OUTFIELDER,Minors,AAA,1165,1249.0,,Optioned,Greg prioritized present-year reliability and secure MLB roles; Rhylan Thomas fit as a of contributor; dynasty rank 1165; market ADP 1249.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal.
413,42,3,Shane,Enrique Bradfield Jr.,hitter,OF,OF/OUTFIELDER,Minors,MLB,1384,1431.0,,Assigned,"Shane prioritized clear jobs, volume paths, and role-change usability; Enrique Bradfield Jr. fit as a of contributor; dynasty rank 1384; market ADP 1431.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
414,42,4,Josh M,Ernie Clement,hitter,SS,2B/SS/3B/1B,MLB,MLB,323,304.0,,,Josh M prioritized portfolio balance and optional roster construction; Ernie Clement fit as a ss contributor; dynasty rank 323; market ADP 304.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement.
415,42,5,Paul,Sterlin Thompson,hitter,OF,OF/OUTFIELDER,Minors,AA,1163,1250.0,,Optioned,"Paul prioritized category leverage in OBP, speed, saves, and point swings; Sterlin Thompson fit as a of contributor; dynasty rank 1163; market ADP 1250.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
416,42,6,Michael,Connor Norby,hitter,3B,3B/INFIELDER,MLB,MLB,414,320.0,,,"Michael prioritized age-adjusted growth, minors value, and long-horizon assets; Connor Norby fit as a 3b contributor; dynasty rank 414; market ADP 320.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement."
417,42,7,Matt,Nick Morabito,hitter,OF,OF/CF/OUTFIELDER,Minors,AAA,1779,1521.0,,Optioned,"Matt prioritized weekly usability, flexibility, and role-driven edges; Nick Morabito fit as a of contributor; dynasty rank 1779; market ADP 1521.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
418,42,8,Wendell,Brock Wilken,hitter,3B,3B/INFIELDER,Minors,MLB,1273,1325.0,,Assigned,"Wendell prioritized track record, market comfort, and familiar MLB certainty; Brock Wilken fit as a 3b contributor; dynasty rank 1273; market ADP 1325.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
419,42,9,Rob,Elmer Rodriguez,pitcher,SP,SP/P/PITCHER,Minors,AAA,3999,1328.0,,Optioned,"Rob prioritized ratio protection and downside control in OBP, ERA, and WHIP; Elmer Rodriguez fit as a sp contributor; dynasty rank 3999; market ADP 1328.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
420,42,10,Chris,Aiva Arquette,hitter,SS,SS/INFIELDER,Minors,High-A,307,2648.0,,,"Chris prioritized consensus support across dynasty rank, ADP, and roster balance; Aiva Arquette fit as a ss contributor; dynasty rank 307; market ADP 2648.0; as a minor-league stash; minor-slot pressure required prospect inventory."
421,43,1,Chris,Eduardo Tait,hitter,C,C/CATCHER,Minors,High-A,326,3689.0,,,"Chris prioritized consensus support across dynasty rank, ADP, and roster balance; Eduardo Tait fit as a c contributor; dynasty rank 326; market ADP 3689.0; as a minor-league stash; minor-slot pressure required prospect inventory."
422,43,2,Rob,Josh Kasevich,hitter,SS,SS/INFIELDER,Minors,MLB,1370,1543.0,,Assigned,"Rob prioritized ratio protection and downside control in OBP, ERA, and WHIP; Josh Kasevich fit as a ss contributor; dynasty rank 1370; market ADP 1543.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
423,43,3,Wendell,Jose Fernandez,hitter,SS,SS/INFIELDER,Minors,AAA,1380,1579.0,,Optioned,"Wendell prioritized track record, market comfort, and familiar MLB certainty; Jose Fernandez fit as a ss contributor; dynasty rank 1380; market ADP 1579.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
424,43,4,Matt,Tirso Ornelas,hitter,OF,OF/LF/OUTFIELDER,Minors,AAA,1157,1205.0,,Assigned,"Matt prioritized weekly usability, flexibility, and role-driven edges; Tirso Ornelas fit as a of contributor; dynasty rank 1157; market ADP 1205.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
425,43,5,Michael,Ryan Jeffers,hitter,C,C,MLB,MLB,489,258.0,,,"Michael prioritized age-adjusted growth, minors value, and long-horizon assets; Ryan Jeffers fit as a c contributor; dynasty rank 489; market ADP 258.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement."
426,43,6,Paul,Alex Freeland,hitter,SS,3B/2B/SS/INFIELDER,Minors,Prospect,264,679.0,,,"Paul prioritized category leverage in OBP, speed, saves, and point swings; Alex Freeland fit as a ss contributor; dynasty rank 264; market ADP 679.0; as a minor-league stash; minor-slot pressure required prospect inventory."
427,43,7,Josh M,Jeff McNeil,hitter,2B,2B/OF/INFIELDER,MLB,MLB,510,316.0,,,Josh M prioritized portfolio balance and optional roster construction; Jeff McNeil fit as a 2b contributor; dynasty rank 510; market ADP 316.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement.
428,43,8,Shane,A.J. Ewing,hitter,SS,SS/INFIELDER,Minors,AA,2454,2955.0,,,"Shane prioritized clear jobs, volume paths, and role-change usability; A.J. Ewing fit as a ss contributor; dynasty rank 2454; market ADP 2955.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
429,43,9,Greg,Ryan Ward,hitter,OF,OF/LF/OUTFIELDER,Minors,AAA,1145,1166.0,,Optioned,Greg prioritized present-year reliability and secure MLB roles; Ryan Ward fit as a of contributor; dynasty rank 1145; market ADP 1166.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal.
430,43,10,Josh V,Jake McCarthy,hitter,OF,OF,MLB,MLB,492,295.0,,Trade,Josh V prioritized long-term ceiling and upside over market conservatism; Jake McCarthy fit as a of contributor; dynasty rank 492; market ADP 295.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement.
431,44,1,Josh V,Austin Wells,hitter,C,C,MLB,MLB,392,300.0,,,Josh V prioritized long-term ceiling and upside over market conservatism; Austin Wells fit as a c contributor; dynasty rank 392; market ADP 300.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement.
432,44,2,Greg,Brandon Valenzuela,hitter,C,C/CATCHER,Minors,AAA,1200,1389.0,,Optioned,Greg prioritized present-year reliability and secure MLB roles; Brandon Valenzuela fit as a c contributor; dynasty rank 1200; market ADP 1389.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal.
433,44,3,Shane,Daniel Susac,hitter,C,C/CATCHER,Minors,AA,856,939.0,,,"Shane prioritized clear jobs, volume paths, and role-change usability; Daniel Susac fit as a c contributor; dynasty rank 856; market ADP 939.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
434,44,4,Josh M,Jesus Sanchez,hitter,OF,OF/RF/OUTFIELDER,MLB,MLB,518,369.0,,Trade,Josh M prioritized portfolio balance and optional roster construction; Jesus Sanchez fit as a of contributor; dynasty rank 518; market ADP 369.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement.
435,44,5,Paul,Christian Franklin,hitter,OF,OF/LF/OUTFIELDER,Minors,AA,1142,1228.0,,Optioned,"Paul prioritized category leverage in OBP, speed, saves, and point swings; Christian Franklin fit as a of contributor; dynasty rank 1142; market ADP 1228.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
436,44,6,Michael,Brady House,hitter,3B,3B/INFIELDER,MLB,MLB,380,364.0,,,"Michael prioritized age-adjusted growth, minors value, and long-horizon assets; Brady House fit as a 3b contributor; dynasty rank 380; market ADP 364.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement."
437,44,7,Matt,Duce Gourson,hitter,SS,2B/SS/INFIELDER,Minors,MLB,1314,1554.0,,Status Change,"Matt prioritized weekly usability, flexibility, and role-driven edges; Duce Gourson fit as a ss contributor; dynasty rank 1314; market ADP 1554.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
438,44,8,Wendell,Eduardo Valencia,hitter,C,C/CATCHER,Minors,AAA,1178,1358.0,,Optioned,"Wendell prioritized track record, market comfort, and familiar MLB certainty; Eduardo Valencia fit as a c contributor; dynasty rank 1178; market ADP 1358.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
439,44,9,Rob,Rafael Flores,hitter,SS,SS/INFIELDER,Minors,AAA,2944,4281.0,,Optioned,"Rob prioritized ratio protection and downside control in OBP, ERA, and WHIP; Rafael Flores fit as a ss contributor; dynasty rank 2944; market ADP 4281.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
440,44,10,Chris,Blake Mitchell,hitter,C,C/CATCHER,Minors,High-A,357,2988.0,,,"Chris prioritized consensus support across dynasty rank, ADP, and roster balance; Blake Mitchell fit as a c contributor; dynasty rank 357; market ADP 2988.0; as a minor-league stash; minor-slot pressure required prospect inventory."
441,45,1,Chris,Junior Perez,hitter,OF,OF/CF/OUTFIELDER,Minors,AA,1015,1052.0,,Optioned,"Chris prioritized consensus support across dynasty rank, ADP, and roster balance; Junior Perez fit as a of contributor; dynasty rank 1015; market ADP 1052.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
442,45,2,Rob,Jaxon Wiggins,pitcher,RP,P/PITCHER,Minors,AAA,391,5780.0,,,"Rob prioritized ratio protection and downside control in OBP, ERA, and WHIP; Jaxon Wiggins fit as a late-inning reliever; dynasty rank 391; market ADP 5780.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
443,45,3,Wendell,Patrick Clohisy,hitter,OF,OF/OUTFIELDER,Minors,MLB,1577,1442.0,,Status Change,"Wendell prioritized track record, market comfort, and familiar MLB certainty; Patrick Clohisy fit as a of contributor; dynasty rank 1577; market ADP 1442.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
444,45,4,Matt,Andrew Pinckney,hitter,OF,OF/OUTFIELDER,Minors,MLB,1778,1444.0,,Assigned,"Matt prioritized weekly usability, flexibility, and role-driven edges; Andrew Pinckney fit as a of contributor; dynasty rank 1778; market ADP 1444.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
445,45,5,Michael,Edgar Quero,hitter,C,C/CATCHER,MLB,MLB,395,415.0,,,"Michael prioritized age-adjusted growth, minors value, and long-horizon assets; Edgar Quero fit as a c contributor; dynasty rank 395; market ADP 415.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement."
446,45,6,Paul,Luis Lara,hitter,OF,OF/CF/OUTFIELDER,Minors,High-A,1099,1191.0,,Assigned,"Paul prioritized category leverage in OBP, speed, saves, and point swings; Luis Lara fit as a of contributor; dynasty rank 1099; market ADP 1191.0; as a minor-league stash; minor-slot pressure required prospect inventory."
447,45,7,Josh M,J.P. Crawford,hitter,SS,SS,MLB,,471,340.0,,,Josh M prioritized portfolio balance and optional roster construction; J.P. Crawford fit as a ss contributor; dynasty rank 471; market ADP 340.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement.
448,45,8,Shane,Theo Gillen,hitter,OF,OF/OUTFIELDER,Minors,Single-A,375,1609.0,,Assigned,"Shane prioritized clear jobs, volume paths, and role-change usability; Theo Gillen fit as a of contributor; dynasty rank 375; market ADP 1609.0; as a minor-league stash; minor-slot pressure required prospect inventory."
449,45,9,Greg,Kyle Harrison,pitcher,SP,SP/P/PITCHER,Minors,MLB,427,487.0,,Trade,Greg prioritized present-year reliability and secure MLB roles; Kyle Harrison fit as a sp contributor; dynasty rank 427; market ADP 487.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal.
450,45,10,Josh V,Tyler Freeman,hitter,2B,OF/2B/RF/OUTFIELDER,MLB,MLB,534,418.0,,,Josh V prioritized long-term ceiling and upside over market conservatism; Tyler Freeman fit as a 2b contributor; dynasty rank 534; market ADP 418.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement.
